time,price,label
2018-10-01 00:01:36.070000,1.16156,0
2018-10-01 00:02:09.014000,1.16143,0
2018-10-01 00:02:45.240000,1.16162,0
2018-10-01 00:03:51.749000,1.16165,0
2018-10-01 00:05:00.561000,1.16165,0
2018-10-01 00:05:31.337000,1.16163,0
2018-10-01 00:06:56.691000,1.16159,0
2018-10-01 00:07:59.163000,1.16156,0
2018-10-01 00:08:29.806000,1.16157,0
2018-10-01 00:09:00.215000,1.1615799999999998,0
2018-10-01 00:09:45.814000,1.16156,0
2018-10-01 00:10:36.012000,1.1613799999999999,0
2018-10-01 00:12:02.109000,1.16141,0
2018-10-01 00:13:01.097000,1.16139,0
2018-10-01 00:13:38.228000,1.1613200000000001,0
2018-10-01 00:15:00.282000,1.16127,0
2018-10-01 00:15:39.813000,1.16124,0
2018-10-01 00:16:13.743000,1.1612200000000001,0
2018-10-01 00:17:01.846000,1.1610200000000002,0
2018-10-01 00:17:51.039000,1.16093,0
2018-10-01 00:18:24.988000,1.16055,1
2018-10-01 00:18:59.233000,1.16088,0
2018-10-01 00:19:35.286000,1.1608399999999999,0
2018-10-01 00:20:06.614000,1.16088,0
2018-10-01 00:20:36.883000,1.16086,0
2018-10-01 00:21:09.936000,1.1609,0
2018-10-01 00:21:42.887000,1.1609200000000002,0
2018-10-01 00:22:13.727000,1.1607100000000001,0
2018-10-01 00:22:51.062000,1.16099,0
2018-10-01 00:23:29.981000,1.1611200000000002,0
2018-10-01 00:24:02.649000,1.1611799999999999,0
2018-10-01 00:24:34.883000,1.16123,0
2018-10-01 00:25:05.488000,1.16109,0
2018-10-01 00:25:38.801000,1.1610200000000002,0
2018-10-01 00:26:09.721000,1.16099,0
2018-10-01 00:26:39.876000,1.16099,0
2018-10-01 00:27:26.783000,1.16088,0
2018-10-01 00:28:01.562000,1.16086,0
2018-10-01 00:28:38.983000,1.1609,0
2018-10-01 00:29:10.141000,1.16106,0
2018-10-01 00:29:40.718000,1.16103,0
2018-10-01 00:30:15.038000,1.16107,0
2018-10-01 00:30:45.194000,1.16095,0
2018-10-01 00:31:16.430000,1.16095,0
2018-10-01 00:31:46.733000,1.16087,0
2018-10-01 00:33:00.304000,1.16087,0
2018-10-01 00:33:49.932000,1.16088,0
2018-10-01 00:34:39.283000,1.16088,0
2018-10-01 00:35:20.934000,1.1609,0
2018-10-01 00:36:07.728000,1.16108,0
2018-10-01 00:36:49.069000,1.16091,0
2018-10-01 00:37:50.475000,1.16096,0
2018-10-01 00:38:38.146000,1.16089,0
2018-10-01 00:39:17.990000,1.16079,0
2018-10-01 00:40:01.869000,1.16077,0
2018-10-01 00:40:59.445000,1.1608399999999999,0
2018-10-01 00:41:45.201000,1.16096,0
2018-10-01 00:42:59.068000,1.16097,0
2018-10-01 00:43:49.073000,1.16098,0
2018-10-01 00:44:19.164000,1.16098,0
2018-10-01 00:44:58.156000,1.16097,0
2018-10-01 00:45:32.384000,1.16106,0
2018-10-01 00:46:12.321000,1.16104,0
2018-10-01 00:47:09.067000,1.16107,0
2018-10-01 00:47:43.400000,1.16107,0
2018-10-01 00:48:15.178000,1.16107,0
2018-10-01 00:49:08.771000,1.1610200000000002,0
2018-10-01 00:49:57.667000,1.1610200000000002,0
2018-10-01 00:50:59.053000,1.16099,0
2018-10-01 00:51:34.472000,1.16088,0
2018-10-01 00:52:09.982000,1.16091,0
2018-10-01 00:53:00.853000,1.16085,0
2018-10-01 00:53:44.461000,1.16086,0
2018-10-01 00:54:17.833000,1.16088,0
2018-10-01 00:54:50.437000,1.16087,0
2018-10-01 00:55:57.761000,1.16091,0
2018-10-01 00:56:38.367000,1.16087,0
2018-10-01 00:57:19.112000,1.1609,0
2018-10-01 00:58:14.777000,1.16091,0
2018-10-01 00:58:48.395000,1.1608399999999999,0
2018-10-01 00:59:21.669000,1.16096,0
2018-10-01 00:59:56.627000,1.16103,0
2018-10-01 01:00:27.859000,1.1610200000000002,0
2018-10-01 01:01:11.054000,1.16085,0
2018-10-01 01:01:41.480000,1.1608,0
2018-10-01 01:02:12.869000,1.16068,0
2018-10-01 01:02:43.529000,1.16065,0
2018-10-01 01:03:13.921000,1.16066,0
2018-10-01 01:03:49.655000,1.16062,0
2018-10-01 01:04:30.292000,1.1606,0
2018-10-01 01:05:00.328000,1.16077,0
2018-10-01 01:05:33.413000,1.16079,0
2018-10-01 01:06:03.870000,1.16078,0
2018-10-01 01:06:40.067000,1.16068,0
2018-10-01 01:07:19.934000,1.1607,0
2018-10-01 01:08:00.017000,1.16069,0
2018-10-01 01:08:55.395000,1.16067,0
2018-10-01 01:09:41.255000,1.16064,0
2018-10-01 01:10:21.059000,1.1606100000000001,0
2018-10-01 01:10:54.678000,1.16058,0
2018-10-01 01:11:38.004000,1.16058,0
2018-10-01 01:12:10.917000,1.16057,0
2018-10-01 01:12:57.451000,1.16057,0
2018-10-01 01:13:30.196000,1.1605,0
2018-10-01 01:14:01.869000,1.1605299999999998,0
2018-10-01 01:14:33.016000,1.16051,0
2018-10-01 01:15:05.490000,1.1605299999999998,0
2018-10-01 01:15:37.791000,1.1606100000000001,0
2018-10-01 01:16:07.803000,1.1606299999999998,0
2018-10-01 01:16:53.733000,1.1606299999999998,0
2018-10-01 01:17:25.535000,1.16065,0
2018-10-01 01:18:00.371000,1.16064,0
2018-10-01 01:19:00.035000,1.16064,0
2018-10-01 01:20:00.116000,1.16064,0
2018-10-01 01:20:53.556000,1.16066,0
2018-10-01 01:21:28.908000,1.1606299999999998,0
2018-10-01 01:22:00.044000,1.1606100000000001,0
2018-10-01 01:22:43.538000,1.16054,0
2018-10-01 01:23:24.647000,1.16057,0
2018-10-01 01:24:03.391000,1.16057,0
2018-10-01 01:24:38.720000,1.16056,0
2018-10-01 01:25:23.361000,1.16058,0
2018-10-01 01:26:20.487000,1.16058,0
2018-10-01 01:26:57.743000,1.1606,0
2018-10-01 01:27:32.335000,1.1606,0
2018-10-01 01:28:17.001000,1.1604299999999999,0
2018-10-01 01:28:48.431000,1.16041,0
2018-10-01 01:29:19.032000,1.16041,0
2018-10-01 01:29:58.476000,1.16046,0
2018-10-01 01:31:01.604000,1.1604700000000001,0
2018-10-01 01:32:01.271000,1.16044,0
2018-10-01 01:32:47.868000,1.1604299999999999,0
2018-10-01 01:34:02.884000,1.16044,0
2018-10-01 01:34:38.850000,1.16045,0
2018-10-01 01:36:04.792000,1.16045,0
2018-10-01 01:36:38.622000,1.16044,0
2018-10-01 01:37:13.386000,1.16044,0
2018-10-01 01:38:03.492000,1.16044,0
2018-10-01 01:39:01.425000,1.1604700000000001,0
2018-10-01 01:39:58.467000,1.1604700000000001,0
2018-10-01 01:40:54.480000,1.16045,0
2018-10-01 01:41:32.769000,1.16048,0
2018-10-01 01:43:03.627000,1.16045,0
2018-10-01 01:44:01.311000,1.16045,0
2018-10-01 01:44:41.760000,1.16044,0
2018-10-01 01:45:20.314000,1.16046,0
2018-10-01 01:46:02.099000,1.1604700000000001,0
2018-10-01 01:46:50.280000,1.16044,0
2018-10-01 01:48:02.730000,1.1604299999999999,0
2018-10-01 01:48:32.848000,1.16044,0
2018-10-01 01:49:20.136000,1.1604299999999999,0
2018-10-01 01:49:50.341000,1.16045,0
2018-10-01 01:50:31.375000,1.16044,0
2018-10-01 01:51:13.804000,1.1604700000000001,0
2018-10-01 01:51:45.418000,1.16046,0
2018-10-01 01:52:52.684000,1.16048,0
2018-10-01 01:54:12.171000,1.16045,0
2018-10-01 01:54:44.739000,1.16044,0
2018-10-01 01:55:29.441000,1.16044,0
2018-10-01 01:56:00.764000,1.16042,0
2018-10-01 01:57:00.192000,1.16044,0
2018-10-01 01:57:43.548000,1.16045,0
2018-10-01 01:58:27.461000,1.16045,0
2018-10-01 01:59:00.718000,1.16044,0
2018-10-01 01:59:37.919000,1.16049,0
2018-10-01 02:00:12.225000,1.16045,0
2018-10-01 02:01:03.062000,1.16045,0
2018-10-01 02:01:53.129000,1.1604700000000001,0
2018-10-01 02:02:31.362000,1.16046,0
2018-10-01 02:03:06.440000,1.16044,0
2018-10-01 02:03:46.267000,1.16046,0
2018-10-01 02:04:27.989000,1.16046,0
2018-10-01 02:05:09.476000,1.16046,0
2018-10-01 02:05:55.964000,1.16046,0
2018-10-01 02:07:00.151000,1.16045,0
2018-10-01 02:07:50.602000,1.16041,0
2018-10-01 02:08:38.147000,1.16045,0
2018-10-01 02:09:43.476000,1.16044,0
2018-10-01 02:10:13.561000,1.16046,0
2018-10-01 02:11:01.269000,1.16044,0
2018-10-01 02:12:00.971000,1.16044,0
2018-10-01 02:12:39.978000,1.1604700000000001,0
2018-10-01 02:13:10.785000,1.1604700000000001,0
2018-10-01 02:14:00.224000,1.16045,0
2018-10-01 02:14:30.347000,1.16044,0
2018-10-01 02:15:01.298000,1.16041,0
2018-10-01 02:15:35.901000,1.16041,0
2018-10-01 02:16:06.089000,1.1604,0
2018-10-01 02:16:46.319000,1.16045,0
2018-10-01 02:17:38.026000,1.16046,0
2018-10-01 02:18:18.377000,1.16046,0
2018-10-01 02:18:58.243000,1.16046,0
2018-10-01 02:19:59.219000,1.1604700000000001,0
2018-10-01 02:20:30.073000,1.1605,0
2018-10-01 02:21:03.162000,1.16055,0
2018-10-01 02:21:34.075000,1.16049,0
2018-10-01 02:22:08.631000,1.16049,0
2018-10-01 02:22:44.082000,1.16045,0
2018-10-01 02:23:22.082000,1.16045,0
2018-10-01 02:24:03.039000,1.16045,0
2018-10-01 02:24:47.165000,1.16059,0
2018-10-01 02:25:25.106000,1.16064,0
2018-10-01 02:26:00.114000,1.1606100000000001,0
2018-10-01 02:26:32.625000,1.16055,0
2018-10-01 02:27:12.609000,1.16058,0
2018-10-01 02:28:08.009000,1.16056,0
2018-10-01 02:28:40.276000,1.1607,0
2018-10-01 02:29:15.279000,1.16072,0
2018-10-01 02:29:47.172000,1.16072,0
2018-10-01 02:30:38.638000,1.1607,0
2018-10-01 02:31:08.707000,1.16066,0
2018-10-01 02:31:40.831000,1.16067,0
2018-10-01 02:32:17.767000,1.1607100000000001,0
2018-10-01 02:33:02.198000,1.1607100000000001,0
2018-10-01 02:33:39.888000,1.16072,0
2018-10-01 02:34:14.984000,1.1607100000000001,0
2018-10-01 02:35:11.316000,1.1607100000000001,0
2018-10-01 02:36:00.799000,1.16077,0
2018-10-01 02:36:35.347000,1.1608,0
2018-10-01 02:37:41.122000,1.16079,0
2018-10-01 02:38:33.557000,1.16076,0
2018-10-01 02:39:49.299000,1.16079,0
2018-10-01 02:40:19.520000,1.1606299999999998,0
2018-10-01 02:40:50.976000,1.1606,0
2018-10-01 02:41:31.483000,1.16059,0
2018-10-01 02:42:04.118000,1.16058,0
2018-10-01 02:42:36.724000,1.16054,0
2018-10-01 02:43:24.822000,1.16056,0
2018-10-01 02:43:55.808000,1.16056,0
2018-10-01 02:44:44.770000,1.16048,0
2018-10-01 02:45:23.469000,1.16042,0
2018-10-01 02:45:53.815000,1.1604700000000001,0
2018-10-01 02:46:31.384000,1.16045,0
2018-10-01 02:47:16.269000,1.16049,0
2018-10-01 02:47:47.659000,1.1604700000000001,0
2018-10-01 02:48:24.983000,1.1604700000000001,0
2018-10-01 02:49:01.873000,1.1604700000000001,0
2018-10-01 02:49:37.347000,1.1605299999999998,0
2018-10-01 02:50:31.549000,1.16049,0
2018-10-01 02:51:06.657000,1.1604700000000001,0
2018-10-01 02:52:00.457000,1.16044,0
2018-10-01 02:52:34.524000,1.16042,0
2018-10-01 02:53:21.294000,1.16041,0
2018-10-01 02:54:08.022000,1.1603700000000001,0
2018-10-01 02:54:48.931000,1.16038,0
2018-10-01 02:55:23.877000,1.16051,0
2018-10-01 02:55:55.287000,1.16046,0
2018-10-01 02:56:32.691000,1.16044,0
2018-10-01 02:57:13.141000,1.16046,0
2018-10-01 02:57:46.624000,1.16045,0
2018-10-01 02:58:22.013000,1.16046,0
2018-10-01 02:58:52.043000,1.16049,0
2018-10-01 02:59:27.555000,1.16051,0
2018-10-01 02:59:59.111000,1.16045,0
2018-10-01 03:00:30.185000,1.16041,0
2018-10-01 03:01:00.420000,1.1604700000000001,0
